Index,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASVTotalReads,Sample,Reads,SampleTotalReads
961,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,4329,KLS0055,1580,12092
962,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,4095,Bb025,1085,5579
963,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,4095,Bg012,1983,10321
964,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,4095,Bi001,1027,6727
969,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Polemoniaceae,g_Polemonium,NA,3792,Bb001,211,2592
970,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Polemoniaceae,g_Polemonium,NA,3792,Bb002,232,3761
971,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Polemoniaceae,g_Polemonium,NA,3792,Bb019,978,5732
972,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Polemoniaceae,g_Polemonium,NA,3792,Bi007,2371,16430
973,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum lentago,3597,Bg001,629,5214
974,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum lentago,3597,Bg003,1795,4790
975,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum lentago,3597,Bi002,31,2773
976,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum lentago,3597,KLS0201,101,8045
977,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum lentago,3597,KLS0209,1041,1396
978,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Cercis,s_NA,3574,Bb022,2192,11255
979,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Cercis,s_NA,3574,Bb023,1382,6855
986,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_NA,3552,Bb019,394,5732
987,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_NA,3552,Bg001,164,5214
988,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_NA,3552,Bg003,495,4790
989,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_NA,3552,Bg004,675,2649
990,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_NA,3552,Bg008,1264,2712
991,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_NA,3552,Bg009,475,10199
992,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_NA,3552,Bg010,85,1158
993,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,3375,Ba001,919,2532
994,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,3375,Bb018,195,1745
995,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,3375,Bb021,39,87
996,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,3375,Bg001,1834,5214
997,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,3375,Bg002,388,4531
998,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Polemoniaceae,g_Polemonium,s_Polemonium reptans,3161,Bb019,473,5732
999,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Polemoniaceae,g_Polemonium,s_Polemonium reptans,3161,Bg005,28,2244
1000,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Polemoniaceae,g_Polemonium,s_Polemonium reptans,3161,Bi007,2660,16430
1012,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Robinia,s_NA,2794,Bg017,506,5715
1013,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Robinia,s_NA,2794,Bg018,815,10706
1014,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Robinia,s_NA,2794,Bg019,1473,7529
1015,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Photinia,NA,2783,Bg006,2783,9410
1020,k_Viridiplantae,p_Streptophyta,c_NA,o_Malpighiales,f_Violaceae,g_Viola,NA,2719,KLS0201,2719,8045
1026,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Ericaceae,g_Vaccinium,NA,2663,KLS0119,718,1578
1027,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Ericaceae,g_Vaccinium,NA,2663,KLS0150,1021,2943
1028,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Ericaceae,g_Vaccinium,NA,2663,KLS0156,924,3836
1037,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2647,Ba003,330,1122
1038,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2647,Bf001,176,5143
1039,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2647,Bg006,303,9410
1040,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2647,Bg007,108,7020
1041,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2647,Bg011,242,3096
1042,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2647,Bi004,365,1910
1043,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2647,Bi006,489,2804
1044,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2647,KLS0170,144,380
1045,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2647,KLS0244,65,123
1046,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2647,KLS0254,130,6176
1047,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2647,KLS0263,91,91
1048,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2647,SCA0009,204,511
1053,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,2451,CKC0001,599,7672
1054,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,2451,KLS0054,917,12626
1055,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,2451,KLS0055,935,12092
1063,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2449,Bf001,209,5143
1064,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2449,Bg002,323,4531
1065,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2449,Bg003,274,4790
1066,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2449,Bg004,424,2649
1067,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2449,Bg006,311,9410
1068,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2449,Bg010,342,1158
1069,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2449,KLS0201,236,8045
1070,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2449,KLS0221,156,673
1071,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,2449,SCA0013,174,405
1083,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,2348,Bb025,635,5579
1084,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,2348,Bg012,1119,10321
1085,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,2348,Bi001,594,6727
1095,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Ranunculaceae,g_Anemone,NA,2060,KLS0201,2060,8045
1099,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Polemoniaceae,g_Polemonium,s_Polemonium reptans,1906,Bb001,64,2592
1100,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Polemoniaceae,g_Polemonium,s_Polemonium reptans,1906,Bb002,77,3761
1101,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Polemoniaceae,g_Polemonium,s_Polemonium reptans,1906,Bi007,1765,16430
1102,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Photinia,NA,1857,Bg006,1857,9410
1121,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Ericaceae,g_Gaylussacia,s_Gaylussacia baccata,1743,KLS0150,1599,2943
1122,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Ericaceae,g_Gaylussacia,s_Gaylussacia baccata,1743,KLS0156,144,3836
1123,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer rubrum,1700,Bg004,40,2649
1124,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer rubrum,1700,Bi004,90,1910
1125,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer rubrum,1700,KLS0007,1511,2178
1126,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer rubrum,1700,KLS0055,17,12092
1127,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer rubrum,1700,KLS0227,42,381
1140,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Aesculus,s_Aesculus x marilandica,1671,Bg014,653,8201
1141,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Aesculus,s_Aesculus x marilandica,1671,Bg015,541,5135
1142,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Aesculus,s_Aesculus x marilandica,1671,Bi003,477,4689
1144,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Hesperis,s_NA,1628,Bg009,1052,10199
1145,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Ranunculaceae,g_Anemone,s_Anemone quinquefolia,1610,KLS0201,1610,8045
1147,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,1577,Bb023,33,6855
1148,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,1577,KLS0139,29,704
1149,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,1577,KLS0167,389,4207
1150,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,1577,KLS0205,202,2091
1151,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,s_Quercus ilicifolia,1572,Bb022,115,11255
1152,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,s_Quercus ilicifolia,1572,Bg007,99,7020
1153,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,s_Quercus ilicifolia,1572,Bg011,352,3096
1154,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,s_Quercus ilicifolia,1572,Bg015,110,5135
1155,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,s_Quercus ilicifolia,1572,Bi002,152,2773
1156,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,s_Quercus ilicifolia,1572,KLS0221,264,673
1157,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,s_Quercus ilicifolia,1572,KLS0224,183,577
1158,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,s_Quercus ilicifolia,1572,KLS0253,170,724
1159,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,s_Quercus ilicifolia,1572,KLS0254,127,6176
1160,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_NA,1543,Bg006,77,9410
1161,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_NA,1543,Bg008,1105,2712
1162,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_NA,1543,Bg009,361,10199
1164,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,1500,Bb025,374,5579
1165,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,1500,Bg010,60,1158
1166,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,1500,Bg012,724,10321
1167,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,1500,Bi001,342,6727
1168,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Cercis,s_NA,1486,Bb018,271,1745
1169,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Cercis,s_NA,1486,Bb019,327,5732
1170,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Cercis,s_NA,1486,KLS0105,888,15070
1171,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Papaveraceae,g_Lamprocapnos,s_Lamprocapnos spectabilis,1442,Bi007,1442,16430
1174,k_Viridiplantae,p_Streptophyta,c_NA,o_Lamiales,f_Oleaceae,g_Fontanesia,s_Fontanesia phillyreoides,1408,Bg009,827,10199
1175,k_Viridiplantae,p_Streptophyta,c_NA,o_Lamiales,f_Oleaceae,g_Fontanesia,s_Fontanesia phillyreoides,1408,Bi006,581,2804
1176,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,1408,KLS0007,51,2178
1177,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,1408,KLS0044,646,1190
1178,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,1408,KLS0045,711,1605
1179,k_Viridiplantae,p_Streptophyta,c_NA,o_Lamiales,f_Oleaceae,g_Syringa,s_NA,1361,Bg002,463,4531
1180,k_Viridiplantae,p_Streptophyta,c_NA,o_Lamiales,f_Oleaceae,g_Syringa,s_NA,1361,KLS0248,898,4368
1184,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Photinia,s_Photinia schneideriana,1317,Bg006,1317,9410
1198,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_Mertensia virginica,1205,Bb012,995,6951
1199,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_Mertensia virginica,1205,Bi002,210,2773
1200,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Robinia,s_NA,1200,Bg016,221,11634
1201,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Robinia,s_NA,1200,Bg017,187,5715
1202,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Robinia,s_NA,1200,Bg018,388,10706
1203,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Robinia,s_NA,1200,Bg019,404,7529
1204,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Malus,s_Malus rockii,1179,KLS0071,1179,1676
1210,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Thlaspi,s_Thlaspi arvense,1151,Bf001,31,5143
1211,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Thlaspi,s_Thlaspi arvense,1151,Bg006,385,9410
1212,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Thlaspi,s_Thlaspi arvense,1151,Bg007,32,7020
1213,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Thlaspi,s_Thlaspi arvense,1151,Bg011,32,3096
1214,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Thlaspi,s_Thlaspi arvense,1151,Bg014,38,8201
1215,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Thlaspi,s_Thlaspi arvense,1151,KLS0163,610,1602
1216,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Thlaspi,s_Thlaspi arvense,1151,KLS0200,23,153
1224,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Photinia,NA,1098,Bg006,1098,9410
1225,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,1074,Bb023,16,6855
1226,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,1074,Bg003,81,4790
1227,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,1074,Bg010,273,1158
1228,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,1074,Bg011,129,3096
1229,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,1074,KLS0221,134,673
1230,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,1074,KLS0225,39,39
1231,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,1074,KLS0259,178,339
1232,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,1074,SCA0010,166,546
1233,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,1074,SCA0013,58,405
1240,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Lardizabalaceae,g_NA,s_NA,976,Bb010,947,3091
1241,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Lardizabalaceae,g_NA,s_NA,976,Bg006,29,9410
1242,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,s_Platanus occidentalis,972,Bg010,205,1158
1243,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,s_Platanus occidentalis,972,Bi002,87,2773
1244,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,s_Platanus occidentalis,972,Bi003,24,4689
1245,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,s_Platanus occidentalis,972,KLS0209,66,1396
1246,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,s_Platanus occidentalis,972,KLS0227,103,381
1247,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,s_Platanus occidentalis,972,KLS0241,23,608
1248,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,s_Platanus occidentalis,972,KLS0244,58,123
1249,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,s_Platanus occidentalis,972,KLS0253,127,724
1250,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,s_Platanus occidentalis,972,SCA0009,279,511
1251,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Crataegus,s_Crataegus viridis,971,Bg011,971,3096
1252,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,NA,948,Bb012,787,6951
1253,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,NA,948,Bi002,161,2773
1254,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Cercis,s_NA,923,KLS0105,923,15070
1255,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,917,Bb025,238,5579
1256,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,917,Bg012,450,10321
1257,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,917,Bi001,229,6727
1258,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,909,Bb003,46,2234
1259,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,909,Bb005,94,2564
1260,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,909,Bb012,628,6951
1261,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,909,Bi002,141,2773
1263,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,866,Ba001,866,2532
1265,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Hesperis,NA,864,Ba002,38,620
1266,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Hesperis,NA,864,Bf004,68,738
1267,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Hesperis,NA,864,Bg009,579,10199
1268,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,861,Bi004,281,1910
1269,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,861,Bi006,286,2804
1270,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,861,KLS0137,194,310
1271,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,861,KLS0224,100,577
1272,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Hesperis,s_Hesperis matronalis,855,Bg009,855,10199
1279,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Crataegus,s_Crataegus monogyna,827,Bg003,827,4790
1286,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,795,KLS0135,90,2090
1287,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,795,KLS0272,705,917
1288,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Aesculus,s_Aesculus x carnea,794,Bi001,794,6727
1290,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Exochorda,s_NA,772,Bb010,109,3091
1291,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Exochorda,s_NA,772,Bb018,30,1745
1292,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Exochorda,s_NA,772,Bg001,23,5214
1293,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Exochorda,s_NA,772,Bg002,10,4531
1294,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Exochorda,s_NA,772,Bg003,511,4790
1295,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Exochorda,s_NA,772,Bg004,89,2649
1299,k_Viridiplantae,p_Streptophyta,c_NA,o_Malpighiales,f_Violaceae,g_Viola,NA,751,Bb002,751,3761
1300,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Papaveraceae,g_Chelidonium,s_Chelidonium majus,748,Bg005,748,2244
1301,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,747,Ba001,747,2532
1306,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,NA,715,Bb023,53,6855
1307,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,NA,715,Bg002,151,4531
1308,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,NA,715,Bg014,24,8201
1309,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,NA,715,Bi006,138,2804
1310,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,NA,715,KLS0221,108,673
1311,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,NA,715,KLS0246,58,58
1312,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,NA,715,KLS0248,64,4368
1313,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,NA,715,SCA0010,119,546
1316,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Polemoniaceae,g_Polemonium,NA,702,Bi007,702,16430
1317,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Buglossoides,s_NA,699,Bb004,680,1395
1318,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Buglossoides,s_NA,699,Bb010,12,3091
1319,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Buglossoides,s_NA,699,KLS0256,7,3815
1320,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Berberidaceae,g_Berberis,NA,692,KLS0106,151,1685
1321,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Berberidaceae,g_Berberis,NA,692,KLS0168,541,1345
