Index,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASVTotalReads,Sample,Reads,SampleTotalReads
1323,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,688,KLS0045,78,1605
1324,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,688,KLS0167,207,4207
1325,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,688,KLS0227,89,381
1326,k_Viridiplantae,p_Streptophyta,c_NA,o_Lamiales,f_Paulowniaceae,g_Paulownia,s_NA,681,Bg016,659,11634
1327,k_Viridiplantae,p_Streptophyta,c_NA,o_Lamiales,f_Paulowniaceae,g_Paulownia,s_NA,681,KLS0259,22,339
1328,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Ranunculaceae,g_Anemone,NA,678,KLS0201,678,8045
1329,k_Viridiplantae,p_Streptophyta,c_Magnoliopsida,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer negundo,674,Bb010,93,3091
1330,k_Viridiplantae,p_Streptophyta,c_Magnoliopsida,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer negundo,674,ESE0004,88,2446
1331,k_Viridiplantae,p_Streptophyta,c_Magnoliopsida,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer negundo,674,KLS0054,39,12626
1332,k_Viridiplantae,p_Streptophyta,c_Magnoliopsida,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer negundo,674,KLS0055,99,12092
1333,k_Viridiplantae,p_Streptophyta,c_Magnoliopsida,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer negundo,674,KLS0071,17,1676
1334,k_Viridiplantae,p_Streptophyta,c_Magnoliopsida,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer negundo,674,KLS0095,55,271
1335,k_Viridiplantae,p_Streptophyta,c_Magnoliopsida,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer negundo,674,KLS0096,42,6645
1336,k_Viridiplantae,p_Streptophyta,c_Magnoliopsida,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer negundo,674,KLS0105,168,15070
1337,k_Viridiplantae,p_Streptophyta,c_Magnoliopsida,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer negundo,674,KLS0119,73,1578
1338,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Pulmonaria,s_Pulmonaria obscura,669,Bi007,669,16430
1339,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Aronia,s_NA,667,ESE0004,667,2446
1340,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Hesperis,s_NA,665,Bg009,665,10199
1341,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Aronia,s_NA,663,ESE0004,663,2446
1342,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum lentago,658,Bg006,45,9410
1343,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum lentago,658,Bi006,35,2804
1344,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum lentago,658,KLS0167,578,4207
1345,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Papaveraceae,g_Dicentra,s_NA,643,Ba003,643,1122
1347,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Crataegus,s_Crataegus viridis,613,Bg011,613,3096
1348,k_Viridiplantae,p_Streptophyta,c_NA,o_Lamiales,f_Paulowniaceae,g_Paulownia,s_NA,612,Bg007,612,7020
1356,k_Viridiplantae,p_Streptophyta,NA,NA,NA,NA,NA,605,Bb001,262,2592
1357,k_Viridiplantae,p_Streptophyta,NA,NA,NA,NA,NA,605,Bb002,269,3761
1358,k_Viridiplantae,p_Streptophyta,NA,NA,NA,NA,NA,605,KLS0254,74,6176
1363,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Acer,NA,589,KLS0106,421,1685
1364,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Acer,NA,589,KLS0167,168,4207
1368,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Robinia,s_NA,570,Bg017,201,5715
1369,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Robinia,s_NA,570,Bg018,168,10706
1370,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Robinia,s_NA,570,Bg019,201,7529
1371,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,567,Bi006,567,2804
1372,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Polemoniaceae,g_Polemonium,s_NA,564,Bi007,564,16430
1373,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Aesculus,s_Aesculus x carnea,555,Bi001,555,6727
1374,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Robinia,s_NA,554,Bg018,554,10706
1375,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,542,Bf004,44,738
1376,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,542,Bg001,37,5214
1377,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,542,ESE0004,148,2446
1378,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,542,KLS0167,82,4207
1379,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,542,KLS0168,221,1345
1380,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,542,SCA0009,10,511
1382,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Cercis,s_NA,529,KLS0096,529,6645
1384,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,NA,528,ESE0004,209,2446
1385,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,NA,528,KLS0205,116,2091
1386,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,525,Ba002,34,620
1387,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,525,Bb003,163,2234
1388,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,525,Bb011,71,2232
1389,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,525,Bb012,88,6951
1390,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,525,Bb013,169,1860
1393,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Packera,s_NA,513,Bb019,153,5732
1394,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Packera,s_NA,513,Bb023,14,6855
1395,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Packera,s_NA,513,Bg011,15,3096
1396,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Packera,s_NA,513,KLS0200,7,153
1397,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Packera,s_NA,513,KLS0201,256,8045
1398,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Packera,s_NA,513,KLS0205,20,2091
1399,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Packera,s_NA,513,KLS0209,48,1396
1411,k_Viridiplantae,p_Streptophyta,c_NA,o_Lamiales,f_Paulowniaceae,g_Paulownia,s_NA,503,Bg007,503,7020
1412,k_Viridiplantae,p_Streptophyta,NA,NA,NA,NA,NA,501,KLS0106,501,1685
1420,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,471,Bb025,85,5579
1421,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,471,Bg012,230,10321
1422,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,471,Bi001,156,6727
1423,k_Viridiplantae,p_Streptophyta,c_Magnoliopsida,o_Rosales,f_Rosaceae,g_Malus,s_NA,471,KLS0071,471,1676
1424,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Hesperis,s_Hesperis dinarica,466,Bg009,466,10199
1427,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Ranunculaceae,g_Ranunculus,NA,462,KLS0163,55,1602
1430,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Cercis,s_NA,444,KLS0096,444,6645
1435,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Berberidaceae,g_Podophyllum,s_Podophyllum peltatum,426,Bb024,426,1492
1436,k_Viridiplantae,p_Streptophyta,c_Magnoliopsida,o_Fabales,f_Fabaceae,g_Vicia,s_Vicia sativa,424,KLS0254,424,6176
1437,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Lupinus,s_Lupinus lepidus,421,Bf002,211,506
1438,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Lupinus,s_Lupinus lepidus,421,Bf004,210,738
1439,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Isatis,NA,420,KLS0241,420,608
1440,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Caprifoliaceae,g_Lonicera,NA,416,KLS0253,416,724
1441,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Lardizabalaceae,g_NA,s_NA,414,Bb010,414,3091
1444,k_Viridiplantae,p_Streptophyta,c_NA,o_Lamiales,f_Oleaceae,g_Fontanesia,s_Fontanesia phillyreoides,406,Bg009,242,10199
1445,k_Viridiplantae,p_Streptophyta,c_NA,o_Lamiales,f_Oleaceae,g_Fontanesia,s_Fontanesia phillyreoides,406,Bi006,164,2804
1446,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,405,Bg006,69,9410
1447,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,405,Bg007,28,7020
1448,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,405,Bg011,52,3096
1449,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,405,Bi004,113,1910
1450,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,405,Bi006,143,2804
1452,k_Viridiplantae,p_Streptophyta,c_NA,o_Lamiales,f_Oleaceae,g_Fontanesia,s_Fontanesia phillyreoides,401,Bi006,401,2804
1453,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum erythrospermum,398,KLS0168,398,1345
1454,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,NA,393,Bg001,40,5214
1455,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,NA,393,Bg006,65,9410
1456,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,NA,393,Bg011,205,3096
1457,k_Viridiplantae,p_Streptophyta,c_NA,o_Proteales,f_Platanaceae,g_Platanus,NA,393,Bi004,83,1910
1458,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,389,Bb012,152,6951
1459,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,389,Bg007,60,7020
1460,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,389,Bi002,145,2773
1461,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,389,KLS0096,32,6645
1465,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,378,Bb005,127,2564
1466,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,378,Bb011,58,2232
1467,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,378,Bg007,41,7020
1468,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,378,KLS0095,63,271
1469,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,378,KLS0134,50,3462
1470,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,378,KLS0135,39,2090
1474,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,339,Bb025,69,5579
1475,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,339,Bg012,189,10321
1476,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,339,Bi001,67,6727
1477,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_Halesia diptera,339,Bi004,14,1910
1478,k_Viridiplantae,p_Streptophyta,c_NA,o_Malpighiales,f_Violaceae,g_Viola,NA,338,Bb003,338,2234
1481,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,335,KLS0071,9,1676
1484,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Cercis,s_NA,335,KLS0096,335,6645
1488,k_Viridiplantae,p_Streptophyta,c_Magnoliopsida,o_Fabales,f_Fabaceae,g_Vicia,s_Vicia sativa,325,KLS0254,325,6176
1489,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer rubrum,322,KLS0007,322,2178
1490,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,320,KLS0119,320,1578
1494,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Baptisia,s_NA,317,Bf002,123,506
1495,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Baptisia,s_NA,317,Bf004,194,738
1496,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum sieboldii,316,Bg001,83,5214
1497,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum sieboldii,316,Bg003,42,4790
1498,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum sieboldii,316,Bg004,123,2649
1499,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum sieboldii,316,Bg007,15,7020
1500,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum sieboldii,316,Bg010,33,1158
1501,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum sieboldii,316,Bg014,20,8201
1502,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer saccharum,315,Bg002,11,4531
1503,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer saccharum,315,KLS0045,304,1605
1504,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Acer,NA,312,KLS0167,312,4207
1513,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Polemoniaceae,g_Polemonium,s_NA,298,Bi007,298,16430
1515,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,296,ESE0004,296,2446
1517,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Berberidaceae,g_Podophyllum,s_Podophyllum peltatum,293,Bb024,293,1492
1518,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Berberidaceae,g_Podophyllum,s_Podophyllum peltatum,286,Bb021,33,87
1519,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Berberidaceae,g_Podophyllum,s_Podophyllum peltatum,286,Bb024,221,1492
1520,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Berberidaceae,g_Podophyllum,s_Podophyllum peltatum,286,KLS0254,32,6176
1521,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Pyrus,NA,286,KLS0052,286,2470
1522,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,285,Bg006,187,9410
1523,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,285,Bg007,30,7020
1524,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,285,KLS0209,68,1396
1525,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Ranunculaceae,g_Ranunculus,NA,285,KLS0134,17,3462
1526,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Ranunculaceae,g_Ranunculus,NA,285,KLS0135,21,2090
1527,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Ranunculaceae,g_Ranunculus,NA,285,KLS0136,7,7
1528,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Ranunculaceae,g_Ranunculus,NA,285,KLS0137,3,310
1529,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Ranunculaceae,g_Ranunculus,NA,285,KLS0139,157,704
1530,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Ranunculaceae,g_Ranunculus,NA,285,KLS0201,69,8045
1531,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Ranunculaceae,g_Ranunculus,NA,285,KLS0253,11,724
1534,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Berberidaceae,g_Podophyllum,s_Podophyllum peltatum,281,Bb024,281,1492
1535,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum plicatum,278,Bg011,219,3096
1536,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum plicatum,278,KLS0224,59,577
1537,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Cardamine,s_Cardamine hirsuta,265,Bb003,26,2234
1538,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Cardamine,s_Cardamine hirsuta,265,Bb005,30,2564
1539,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Cardamine,s_Cardamine hirsuta,265,Bb011,119,2232
1540,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Cardamine,s_Cardamine hirsuta,265,Bb013,15,1860
1541,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Cardamine,s_Cardamine hirsuta,265,Bb023,64,6855
1542,k_Viridiplantae,p_Streptophyta,c_NA,o_Brassicales,f_Brassicaceae,g_Cardamine,s_Cardamine hirsuta,265,KLS0135,11,2090
1543,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Aesculus,s_Aesculus x marilandica,265,Bg014,265,8201
1545,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Balsaminaceae,g_Impatiens,s_Impatiens capensis,265,KLS0138,3,1914
1547,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Ericaceae,g_Vaccinium,NA,253,KLS0150,253,2943
1550,k_Viridiplantae,p_Streptophyta,c_NA,o_Celastrales,f_Celastraceae,g_Celastrus,s_NA,244,Bg018,105,10706
1551,k_Viridiplantae,p_Streptophyta,c_NA,o_Celastrales,f_Celastraceae,g_Celastrus,s_NA,244,Bg019,60,7529
1552,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Potentilla,s_Potentilla indica,243,Bb003,5,2234
1553,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Potentilla,s_Potentilla indica,243,Bg005,209,2244
1554,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Potentilla,s_Potentilla indica,243,SCA0009,18,511
1555,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Potentilla,s_Potentilla indica,243,SCA0010,11,546
1556,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Pyrus,NA,243,KLS0052,243,2470
1557,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Erigeron,NA,242,Bg004,5,2649
1558,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Erigeron,NA,242,Bg011,28,3096
1559,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Erigeron,NA,242,Bg014,33,8201
1560,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Erigeron,NA,242,KLS0165,133,1062
1561,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Erigeron,NA,242,KLS0167,32,4207
1562,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Erigeron,NA,242,KLS0254,11,6176
1564,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Prunus,NA,237,KLS0119,237,1578
1569,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Spiraea,s_Spiraea trilobata,223,KLS0248,223,4368
1570,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,220,Bf003,101,101
1571,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum tenuifolium,220,Bg001,119,5214
1572,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Pulmonaria,s_Pulmonaria obscura,218,Bi007,218,16430
1574,k_Viridiplantae,p_Streptophyta,NA,NA,NA,NA,NA,208,KLS0106,208,1685
1575,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Lupinus,s_Lupinus lepidus,207,Bf002,94,506
1576,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Lupinus,s_Lupinus lepidus,207,Bf004,113,738
1579,k_Viridiplantae,p_Streptophyta,c_NA,o_Lamiales,f_Paulowniaceae,g_Paulownia,s_NA,202,Bg007,202,7020
1580,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Polemoniaceae,g_Polemonium,NA,194,Bb019,194,5732
1581,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum plicatum,194,Bg011,140,3096
1582,k_Viridiplantae,p_Streptophyta,c_NA,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum plicatum,194,Bg014,54,8201
1587,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Acer,s_Acer saccharinum,182,KLS0007,182,2178
1588,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_NA,180,Bg008,180,2712
1589,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Fagus,NA,175,KLS0119,175,1578
1590,k_Viridiplantae,p_Streptophyta,c_NA,o_Boraginales,f_Boraginaceae,g_Mertensia,s_NA,169,Bb008,169,1919
1592,k_Viridiplantae,p_Streptophyta,c_NA,o_Asterales,f_Asteraceae,g_Taraxacum,s_Taraxacum erythrospermum,165,KLS0168,165,1345
1593,k_Viridiplantae,p_Streptophyta,c_NA,o_Lamiales,f_Lamiaceae,g_Lamium,s_NA,165,KLS0241,165,608
1594,k_Viridiplantae,p_Streptophyta,c_NA,o_Ericales,f_Styracaceae,g_Halesia,s_NA,163,Bg008,163,2712
1597,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,160,KLS0272,160,917
1598,k_Viridiplantae,p_Streptophyta,c_NA,o_Malpighiales,f_Violaceae,g_Viola,NA,158,KLS0201,158,8045
1600,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,g_Rosa,NA,157,Bg016,157,11634
1602,k_Viridiplantae,p_Streptophyta,c_Magnoliopsida,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum opulus,154,Bg017,11,5715
1603,k_Viridiplantae,p_Streptophyta,c_Magnoliopsida,o_Dipsacales,f_Adoxaceae,g_Viburnum,s_Viburnum opulus,154,Bg019,143,7529
1605,k_Viridiplantae,p_Streptophyta,c_NA,o_Aquifoliales,f_Aquifoliaceae,g_Ilex,s_Ilex rugosa,147,KLS0227,147,381
1606,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Quercus,NA,146,SCA0010,146,546
1607,k_Viridiplantae,p_Streptophyta,c_NA,o_Fabales,f_Fabaceae,g_Cercis,s_NA,141,Bb005,141,2564
1608,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Papaveraceae,g_Dicentra,s_NA,137,Ba003,137,1122
1611,k_Viridiplantae,p_Streptophyta,c_NA,o_Rosales,f_Rosaceae,NA,NA,133,ESE0004,133,2446
1613,k_Viridiplantae,p_Streptophyta,c_NA,o_Ranunculales,f_Papaveraceae,g_Stylophorum,s_Stylophorum diphyllum,130,ESE0004,130,2446
1614,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Fagus,s_Fagus grandifolia,130,KLS0096,110,6645
1615,k_Viridiplantae,p_Streptophyta,c_NA,o_Fagales,f_Fagaceae,g_Fagus,s_Fagus grandifolia,130,KLS0168,20,1345
1616,k_Viridiplantae,p_Streptophyta,c_NA,o_Sapindales,f_Sapindaceae,g_Acer,NA,129,KLS0106,129,1685
