Index,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASVTotalReads,Sample,Reads,SampleTotalReads
79,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Trifolium_3898,s__Trifolium repens_3899,253069,Bb012,9,20109
80,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Trifolium_3898,s__Trifolium repens_3899,253069,Bf001,22,16028
84,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Trifolium_3898,s__Trifolium repens_3899,253069,KLS0045,7,14281
85,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Trifolium_3898,s__Trifolium repens_3899,253069,KLS0137,5,17127
86,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Trifolium_3898,s__Trifolium repens_3899,253069,KLS0169,7,13848
87,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Trifolium_3898,s__Trifolium repens_3899,253069,KLS0259,3,13930
91,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Trifolium_3898,s__Trifolium repens_3899,253069,SCA0010,14,11500
92,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Ba001,9,2683
93,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Ba002,240,5843
94,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb003,30,20886
95,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb005,6833,9485
96,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb007,4547,9314
97,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb008,4756,5416
98,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb009,4819,6545
99,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb011,91,3914
100,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb012,7718,20109
101,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb013,469,5097
102,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb014,9916,12842
103,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb015,17,5575
104,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb016,4773,5204
105,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb017,3962,5379
106,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb018,2906,4683
107,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb019,14519,16131
108,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb020,12,19846
109,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb021,6,5131
110,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb022,12602,14011
111,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bb023,3924,5929
112,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bf001,78,16028
113,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bg001,32,312
114,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bg003,27,2451
115,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bg005,375,9286
116,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bg010,119,4077
117,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bg011,38,1652
118,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,Bi003,329,16031
121,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0095,68,18048
122,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0096,9146,10370
123,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0105,17588,19096
124,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0106,1186,10127
125,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0137,27,17127
126,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0138,14,10060
127,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0163,1830,6614
128,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0167,2616,8730
129,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0170,42,8583
130,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0201,30,20647
131,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0221,14,6793
132,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0224,10,10778
133,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0225,34,13061
134,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0254,179,5585
135,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0256,13,6456
136,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0259,30,13930
137,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0266,659,659
138,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,KLS0272,65,440
141,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Fabales_72025,f__Fabaceae_3803,g__Cercis_49800,s__Cercis siliquastrum_49802,117750,SCA0013,152,15619
204,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Ba001,21,2683
205,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bb020,18873,19846
206,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bb021,685,5131
207,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bb022,24,14011
208,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bb023,1696,5929
209,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bb024,235,14725
210,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bb025,26,475
211,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bg001,31,312
212,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bg002,20,3172
213,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bg003,60,2451
214,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bg004,43,7480
215,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bg005,17,9286
216,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bg006,92,2003
217,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bg007,159,11883
218,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bg008,173,3687
219,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bg010,21,4077
220,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bg011,55,1652
221,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bg013,122,11775
222,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bg014,11638,12426
223,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bg015,39,4976
224,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bi001,50,912
225,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bi002,10,11612
226,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bi003,185,16031
227,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bi004,670,16615
228,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,Bi006,111,3862
232,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0137,27,17127
233,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0155,10652,13716
234,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0159,118,15892
235,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0163,33,6614
236,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0167,11,8730
237,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0168,8989,9667
238,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0169,2573,13848
239,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0200,13592,14417
240,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0201,14,20647
241,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0205,2002,8580
242,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0209,2299,2388
243,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0221,4,6793
244,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0225,6424,13061
245,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0227,8630,9319
246,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0244,7,9360
247,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0248,11105,15023
248,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0256,1981,6456
249,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0259,29,13930
250,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0263,972,1330
251,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__rosids_71275,o__Malpighiales_3646,f__Salicaceae_3688,g__Salix_40685,NA,104923,KLS0272,107,440
253,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,Bb001,613,12686
254,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,Bb002,844,17920
255,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,Bb003,348,20886
256,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,Bb004,8385,16568
257,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,Bb005,1199,9485
258,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,Bb007,52,9314
259,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,Bb008,6,5416
260,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,Bb010,666,2199
261,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,Bb011,96,3914
262,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,Bb014,167,12842
263,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,Bb015,567,5575
264,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,Bb021,75,5131
265,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,Bb024,12,14725
266,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,Bf001,6881,16028
267,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,Bg005,349,9286
268,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,ESE0004,429,458
270,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0027,2057,4897
271,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0095,16249,18048
272,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0105,61,19096
273,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0134,6907,9671
274,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0135,923,1679
275,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0136,4793,7675
276,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0137,202,17127
277,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0138,6323,10060
278,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0139,4079,8704
279,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0153,566,2572
280,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0156,5960,22161
281,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0163,337,6614
282,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0165,217,6442
283,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0169,78,13848
284,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0170,379,8583
285,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0241,2283,7979
286,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0244,408,9360
287,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0246,27,3233
288,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0254,219,5585
289,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0256,17,6456
290,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,KLS0259,11527,13930
291,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,SCA0009,11,14600
292,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,SCA0010,13,11500
293,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Lamiales_4143,f__Lamiaceae_4136,g__Lamium_53158,s__Lamium purpureum_53164,94267,SCA0013,9882,15619
298,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Dipsacales_4199,f__Caprifoliaceae_4200,g__Lonicera_49606,s__Lonicera maackii_51255,62138,Ba002,561,5843
299,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Dipsacales_4199,f__Caprifoliaceae_4200,g__Lonicera_49606,s__Lonicera maackii_51255,62138,Ba003,31,7290
300,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Dipsacales_4199,f__Caprifoliaceae_4200,g__Lonicera_49606,s__Lonicera maackii_51255,62138,Bb024,2033,14725
301,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Dipsacales_4199,f__Caprifoliaceae_4200,g__Lonicera_49606,s__Lonicera maackii_51255,62138,Bf003,5453,8362
302,k__Viridiplantae_33090,p__Streptophyta_35493,c__sub__asterids_71274,o__Dipsacales_4199,f__Caprifoliaceae_4200,g__Lonicera_49606,s__Lonicera maackii_51255,62138,Bf004,1693,3827
